1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
3,81
3,82
3,83
3,84
3,85
3,86
3,54
3,10
3,11
3,12
3,13
3,15
3,87
3,17
3,18
3,88
3,19
3,89
3,20
3,90
3,55
3,91
3,92
3,93
3,26
3,27
3,94
3,29
3,30
3,31
3,65
3,33
3,34
3,37
3,95
3,96
3,53
3,97
3,98
3,78
3,99
3,39
3,40
3,41
3,43
3,45
3,46
3,47
3,100
3,101
3,50
3,102
3,103
3,104
3,105
3,42
3,60
3,61
3,106
3,23
3,107
3,4
3,108
3,24
3,66
3,48
3,109
3,69
3,110
3,111
3,49
3,72
3,74
3,75
3,112
3,113
3,62
3,79
3,80
3,6
3,51
7,2
7,66
7,16
7,67
7,6
7,9
7,113
7,11
7,10
7,14
7,15
7,8
7,17
7,18
7,19
7,89
7,20
7,22
7,93
7,25
7,26
7,21
7,28
7,29
7,5
7,31
7,76
7,32
7,65
7,34
7,37
7,36
7,53
7,38
7,98
7,99
7,39
7,40
7,42
7,43
7,44
7,45
7,46
7,47
7,100
7,49
7,50
7,52
7,71
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,108
7,64
7,24
7,48
7,83
7,68
7,69
7,110
7,63
7,111
7,54
7,73
7,74
7,75
7,112
7,77
7,70
7,79
7,27
72,113
72,92
72,25
72,21
72,31
72,34
72,37
72,95
72,98
72,59
72,46
72,52
72,62
72,63
72,66
72,67
72,69
72,111
72,75
72,80
72,84
72,96
72,88
72,19
72,55
72,27
72,33
72,91
72,35
72,100
72,50
72,76
72,57
72,17
72,106
72,93
72,110
72,74
72,6
72,86
72,54
72,12
72,13
72,14
72,15
72,87
72,90
72,23
72,65
72,26
72,94
72,5
72,53
72,38
72,99
72,40
72,41
72,43
72,44
72,102
72,48
72,61
72,51
72,103
72,58
72,42
72,101
72,108
72,109
72,97
72,105
72,112
72,78
72,79
72,71
72,10
72,85
72,18
72,20
72,29
72,39
72,36
72,45
72,104
72,60
72,4
72,73
72,83
72,8
72,89
113,92
113,21
113,31
113,32
113,34
113,37
113,95
113,98
113,59
113,52
113,63
113,66
113,67
113,16
113,111
113,75
113,80
113,82
113,84
113,11
113,69
113,19
113,27
113,81
113,33
113,91
113,35
113,47
113,100
113,50
113,17
113,110
113,70
113,74
113,6
113,86
113,54
113,12
113,13
113,14
113,15
113,87
113,22
113,93
113,26
113,107
113,28
113,5
113,53
113,38
113,99
113,40
113,41
113,43
113,44
113,102
113,48
113,61
113,77
113,51
113,103
113,58
113,42
113,101
113,108
113,109
113,105
113,112
113,79
113,71
113,10
113,85
113,18
113,20
113,24
113,29
113,39
113,36
113,104
113,60
113,4
113,73
113,83
113,68
113,8
113,89
92,25
92,21
92,31
92,32
92,34
92,37
92,95
92,98
92,59
92,46
92,52
92,62
92,66
92,16
92,111
92,75
92,80
92,82
92,84
92,96
92,11
92,69
92,19
92,55
92,27
