3,2
7,2
12,2
29,2
33,2
2,3
12,3
29,3
38,3
25,4
26,4
52,4
20,5
24,5
28,5
57,6
58,6
2,7
8,7
12,7
55,7
59,7
7,8
55,8
64,8
51,9
52,9
20,10
50,10
54,10
83,11
84,11
2,12
3,12
7,12
13,12
81,12
85,12
12,13
81,13
90,13
77,14
78,14
20,15
76,15
80,15
31,16
57,16
83,16
108,16
109,16
29,17
55,17
81,17
106,17
110,17
38,18
64,18
90,18
106,18
115,18
26,19
52,19
102,19
103,19
5,20
10,20
15,20
28,20
54,20
101,20
105,20
30,21
46,21
72,21
43,22
45,22
25,23
44,23
5,24
45,24
4,25
23,25
4,26
19,26
27,26
26,27
36,27
5,28
20,28
2,29
3,29
17,29
21,30
31,30
16,31
30,31
32,31
31,32
37,32
2,33
39,33
37,34
40,34
39,35
41,35
27,36
42,36
32,37
34,37
3,38
18,38
42,38
33,39
35,39
34,40
41,40
35,41
40,41
36,42
38,42
22,43
44,43
23,44
43,44
22,45
24,45
97,45
122,45
21,46
47,46
46,47
56,47
72,47
69,48
71,48
51,49
70,49
10,50
71,50
9,51
49,51
4,52
9,52
19,52
53,52
52,53
62,53
10,54
20,54
7,55
8,55
17,55
47,56
57,56
6,57
16,57
56,57
6,58
63,58
7,59
65,59
63,60
66,60
65,61
67,61
53,62
68,62
58,63
60,63
8,64
18,64
68,64
59,65
61,65
60,66
67,66
61,67
66,67
62,68
64,68
48,69
70,69
49,70
69,70
48,71
50,71
97,71
122,71
21,72
47,72
73,72
72,73
82,73
95,74
97,74
77,75
96,75
15,76
97,76
14,77
75,77
14,78
79,78
78,79
88,79
15,80
12,81
13,81
17,81
73,82
83,82
11,83
16,83
82,83
11,84
89,84
12,85
91,85
89,86
92,86
91,87
93,87
79,88
94,88
84,89
86,89
13,90
18,90
94,90
85,91
87,91
86,92
93,92
87,93
92,93
88,94
90,94
74,95
96,95
75,96
95,96
45,97
71,97
74,97
76,97
122,97
107,98
120,99
122,99
102,100
121,100
20,101
122,101
19,102
100,102
19,103
104,103
103,104
113,104
20,105
17,106
18,106
98,107
108,107
16,108
107,108
16,109
114,109
17,110
116,110
114,111
117,111
116,112
118,112
104,113
119,113
109,114
111,114
18,115
119,115
110,116
112,116
111,117
118,117
112,118
117,118
113,119
115,119
99,120
121,120
100,121
120,121
45,122
71,122
97,122
99,122
101,122
